engine_id,engine_title,production_years,displacement_cc,fuel_system,power_output_hp,torque_output_nm,cylinder_block,compression_ratio,turbocharging,fuel_type,euro_standard,engine_lifespan_km,recommended_oil,manufacturer,year_start
190,Engine Mercedes M119 E42,1991-1998,4196,injector,,,,,,95,euro 1,,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,Mercedes,1991
191,Engine Mercedes M112 E28,1997-2005,2799,injector,,,,10,,95,euro 4,,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,Mercedes,1997
192,Engine Mercedes M111 E23/E23 ML,1995,2295,injector,,,,,,95,,,0w-30 / 0w-40 / 5w-30 / 5w-40 / 10w-40 / 15w-40,Mercedes,
193,Engine Mercedes M112 E37,2002-2008,3724,injector,,,,10,,95,euro 4,,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,Mercedes,2002
194,Engine Mercedes M112 E32,1997,3199,injector,,,,10,,95,euro 4,,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,Mercedes,
195,Engine Mercedes OM639,,1493,,68-95,,,18:1,,,euro 4,,,Mercedes,
196,Engine Mercedes OM660,,,,,,,18:1,,diesel,,,,Mercedes,
197,Engine Mercedes OM621,,1990,,,,,21:1,,diesel fuel,,,,Mercedes,
198,Engine Mercedes OM661,,2152-2299,,,,,21:1,,diesel fuel,,,,Mercedes,
199,Engine Mercedes OM626,,1598,,,,,15.7,,diesel fuel,,,,Mercedes,
200,Engine Toyota 1VD-FTV,since 2007,4461,common rail,,,cast iron v8,16.8,,diesel,,~500 000,"0w-30, 5w-30",Toyota,2007
201,Engine Toyota 1KZ,1992-2003,2982,direct injection,,,cast iron r4,21.2,toyota ct12b,diesel,,~350 000,"5w-30, 5w-40, 10w-30, 10w-40, 15w-40",Toyota,1992
202,Engine Toyota 1KD-FTV,since 2000,2982,common rail denso,,,cast iron r4,17.9,vgt,diesel,euro 2/3/4,~400 000,"0w-30 (since 10.2010), 5w-30, 10w-30, 15w-40, 20w-50",Toyota,2000
203,Engine Toyota 1HZ,since 1990,4164,vortex chamber idi,129 - 131,271 - 290,cast iron r6,,no,diesel,euro 1,~600 000,,Toyota,1990
204,Engine Toyota 1HD,1989-2007,4164,,,,,,,diesel,,,,Toyota,1989
205,Engine Toyota 7A-FE,1993-2002,1762,injector,,,cast iron r4,9.5,no,92,euro 2,~300 000,5w-30 / 10w-30 / 15w-40 / 20w-50,Toyota,1993
206,Engine Toyota 5VZ-FE,1995-2004,3378,mpi,190,298,cast iron v6,9.6,no,92,euro 1/2,~400 000,5w-30,Toyota,1995
207,Engine Toyota 5S-FE,1989-2001,2164,injector,130 - 140,195 - 205,cast iron r4,9.5,no,92,euro 2/3,~500 000,"5w-30, 5w-40",Toyota,1989
208,Engine Toyota 5A-FE,1988-2003,1498,injector,95 - 105,125 - 135,cast iron r4,9.8,no,92,euro 2,~300 000,"5w-30, 5w-40",Toyota,1988
209,Engine Toyota 2NZ-FE,since 1999,1298,injector mpi,80 - 90,120 - 125,aluminum r4,10.5,no,92,euro 2/3/4,~250 000,5w-30,Toyota,1999
210,Engine Toyota 1AZ-FE,2000-2014,1998,distributed injection,134 - 152,190 - 194,aluminum r4,9.5 &#8211; 9.8,no,92,euro 3/4,~400 000,"0w-30, 5w-30",Toyota,2000
211,Engine Toyota 4ZZ-FE,1999-2009,1398,mpi,95,130,aluminum r4,10.5,no,92,euro 2/3/4,~200 000,5w-30,Toyota,1999
212,Engine Toyota 4S,,1838,,,,cast iron r4,,no,92,,~350 000,"5w-30, 5w-40",Toyota,
213,Engine Toyota 4A-FE,1987-2002,1587,injector,100 - 115,135 - 150,cast iron r4,9.5,no,92,euro 2,~300 000,"5w-30, 5w-40",Toyota,1987
214,Engine Toyota 3ZZ-FE,1997-2009,1598,mpi,110,150,aluminum r4,10.5,no,92,euro 2/3/4,~200 000,5w-30,Toyota,1997
215,Engine Toyota 3ZR-FE,since 2007,1986,mpi,140 - 150,190 - 200,aluminum r4,10,no,92,euro 4/5,~250 000,5w-20,Toyota,2007
216,Engine Toyota 3S-FE,1986-2003,1998,injector,115 - 140,165 - 185,cast iron r4,9.8,,92,euro 2,~500 000,"5w-30, 5w-40",Toyota,1986
217,Engine Toyota 3RZ-FE,1994-2004,2693,injector mpi,145 - 150,230 - 240,cast iron r4,9.5 &#8211; 10,no,92,euro 2/3,~500 000,5w-30,Toyota,1994
218,Engine Toyota 2TR-FE,since 2004,2693,mpi,,240 - 245,cast iron r4,,no,,,~400 000,5w-20,Toyota,2004
219,Engine Toyota 1JZ-GE,1990-2007,2492,injector,,,cast iron r6,,no,,,~500 000,"5w-30, 5w-40",Toyota,1990
220,Engine Toyota 1NZ-FE,since 1999,1497,injector,105 - 115,130 - 145,aluminum r4,10.5 &#8211; 11.0,no,95,euro 3/4,~200 000,"5w-20, 5w-30",Toyota,1999
221,Engine Toyota 3UZ-FE,2000-2013,4292,injector,280 - 305,420 - 440,aluminum v8,10.5,no,95,euro 3,~500 000,"5w-30, 5w-40",Toyota,2000
222,Engine Toyota 1G,1979-2006,1988,injector,,,,,,92-95,up to euro 3,"from 300,000 to 400,000 depending on modification",0w-30 / 5w-30 / 5w-40 / 10w-30 / 10w-40 / 10w-50 / 15w-50,Toyota,1979
223,Engine Toyota 1GR-FE,since 2002,3956,distributed injection,,,aluminum v6,,no,92,,~500 000,"5w-20, 5w-30",Toyota,2002
224,Engine Toyota 1MZ-FE,1993-2008,2994,injector mpi,,,aluminum v6,10.5,no,,,~450 000,5w-30,Toyota,1993
225,Engine Toyota 2AZ-FE,2000-2019,2362,injector,145 - 170,215 - 225,aluminum r4,9.6 &#8211; 9.8,no,92,euro 3/4,~350 000,"5w-20, 5w-30",Toyota,2000
226,Engine Toyota 2GR-FE,since 2004,3456,distributed injection,250 - 280,330 - 350,aluminum v6,10.8,no,95,euro 4/5,~400 000,"5w-20, 5w-30",Toyota,2004
227,Engine Toyota 2JZ-GE,1991-2007,2997,injector,215 - 230,280 - 305,cast iron r6,10.5,no,92-95,euro 2/3,~500 000,"5w-30, 5w-40",Toyota,1991
228,Engine Toyota 2AR-FE,since 2008,2494,injector mpi,169 - 181,225 - 235,aluminum r4,10.4,no,92,euro 3/4/5,~300 000,5w-30,Toyota,2008
229,Engine Toyota 1FZ,1984-2009,4477,,,,cast iron r6,,no,petrol,,~400 000,5w-30,Toyota,1984
230,Engine Toyota 1UZ-FE,1989-2004,3968,injector,,,aluminum v8,,no,92,,~500 000,"5w-30, 5w-40",Toyota,1989
231,Engine Toyota 2UZ-FE,1998-2012,4663,mpi,,,cast iron v8,,no,95,,~500 000,5w-30,Toyota,1998
232,Engine Toyota 3VZ-FE,1991-1996,2958,mpi,185,256,cast iron v6,9.6,no,92,euro 1/2,~250 000,5w-30,Toyota,1991
233,Engine Toyota 4GR-FSE,2003-2020,2499,direct injection,205 - 215,243 - 260,aluminum v6,12,no,95,euro 4/5,~400 000,"5w-20, 5w-30",Toyota,2003
234,Engine Toyota 2ZR-FE,since 2006,1798,mpi,130 - 140,170 - 175,aluminum r4,10,no,95,euro 4/5,~250 000,5w-20,Toyota,2006
235,Engine Toyota 3GR-FE,2003-2017,2994,distributed injection,230,300,aluminum v6,10.5,no,95,euro 4/5,~300 000,5w-30,Toyota,2003
236,Engine Toyota 2ZZ-GE,1999-2011,1796,mpi injector,,,aluminum r4,11.5,,95,euro 3/4,~200 000,5w-30,Toyota,1999
237,Engine Toyota 1ZR-FE,since 2006,1598,injector,120 - 125,150 - 160,aluminum r4,10.2,no,92,euro 4/5,~300 000,"5w-20, 5w-30",Toyota,2006
238,Engine Toyota 1ZZ,1997-2009,1794,injector,,,aluminum r4,10,no,92,euro 3/4,~200 000,"5w-20, 5w-30",Toyota,1997
239,Engine Toyota 1AR-FE,since 2008,2672,injector mpi,180 - 190,245 - 255,aluminum r4,10,no,92,euro 3/4/5,~300 000,5w-30,Toyota,2008
240,Engine Nissan ZD30,,2953,neo-di direct injection,,,,,,diesel,euro 3/4,,5w-30,Nissan,
241,Engine Nissan YD25,,,direct injection neo-di,,,,17.5,garrett gt1749v,diesel,euro 3/4,,6.9 liters 5w-30,Nissan,
242,Engine Renault K7J,1997-2016,1390,injector,75,114,cast iron r4,9.5,no,petrol,euro 2/3/4,~400 000,"5w-30, 5w-40",Renault,1997
243,Engine Renault F4R,since 1998,1998,injector,,,cast iron r4,,no,petrol,,~350 000,"5w-30, 5w-40",Renault,1998
244,Engine Nissan GA16DE (GA16S/DS),1990-2002,1597,injector,,,cast iron r4,,no,92,euro 2/3,~320 000,5w-30,Nissan,1990
245,Engine Nissan HR16DE,2005-,1598,injector,,,,10.7,,95,euro 4/5,~300 000,0w-30 / 0w-40 / 5w-30 / 5w-40 / 10w-30 / 10w-40 / 10w-60 / 15w-40,Nissan,2005
246,Engine Nissan KA24DE,1988-2004,2389,injector,140 - 155,,,9.2 &#8211; 9.5,,92,euro 2/3,~350 000,5w-30 / 5w-40 / 10w-30 / 10w-40,Nissan,1988
247,Engine Nissan QG15DE,1999-20013,1497,distributed injection,,,cast iron r4,,no,95,,~220 000,5w-30,Nissan,1999
248,Engine Nissan QG16DE,2000-2013,1597,distributed injection,100 - 120,145 - 165,cast iron r4,9.5 &#8211; 9.8,no,95,euro 3/4,~250 000,5w-30,Nissan,2000
249,Engine Nissan RB20,1984-2002,1998,injector,,,,,,95,euro 2/3,~400 000,0w-30 / 5w-30 / 5w-40 / 10w-30 / 10w-40,Nissan,1984
250,Engine Nissan RB25,,2498,distributed injection,,,cast iron r6,,,92,euro 2/3,~400 000,5w-30,Nissan,
251,Engine Nissan RB26DETT,1989-2002,2568,distributed injection,,,,8.5,,98,euro 2/3,~320 000,5w-30 / 5w-40 / 10w-30 / 10w-40,Nissan,1989
252,Engine Renault K4M,since 1998,1598,injector,,,cast iron r4,,,petrol,euro 4/5,~400 000,"5w-30, 5w-40",Renault,1998
253,Engine Nissan VQ40DE,2005,3954,injector,,,,9.7,,95,euro 3/4,~500 000,5w-30 / 5w-40 / 10w-30 / 10w-40,Nissan,
254,Engine Nissan SR16VE,1997-2000,1596,distributed injection,,,aluminum r4,,no,95,euro 3/4,~320 000,5w-30,Nissan,1997
255,Engine Nissan QR20DE,2000-2012,1998,distributed injection,147/6000,,,9.9,,95,euro 3/4,~300 000,0w-30 / 5w-20 / 5w-30 / 5w-40 / 10w-30 / 10w-40 / 10w-60 / 15w-40 / 20w-20,Nissan,2000
256,Engine Nissan SR18DE,1989-2001,1838,distributed injection,,,,,,95,euro 2/3,~380 000,5w-30 / 5w-40 / 10w-30 / 10w-40,Nissan,1989
257,Engine Nissan SR20DE,1989-2002,1998,distributed injection,130 - 165,170 - 195,aluminum r4,9.5 &#8211; 10,no,92,euro 2/3,~400 000,"5w-30, 5w-40",Nissan,1989
258,Engine Nissan MR20DE,2005-2020,1997,injector,,,,10.2,,95,euro 4,~350 000,0w-30 / 5w-30 / 5w-40 / 10w-30 / 10w-40 / 10w-60 / 15w-40,Nissan,2005
259,Engine Nissan QG18DE,1998-2006,1769,distributed injection,115 - 128,158 - 175,cast iron r4,9.5 &#8211; 10,no,95,euro 3/4,~250 000,5w-30,Nissan,1998
260,Engine Nissan VR38DETT,,3799,distributed injection,480 - 720,580 - 780,,9,two ihi rhf55,98,euro 5/6,~200 000,0w-40 / 10w-40,Nissan,
261,Engine Nissan GA15DE (S/E/DS),1987-2000,,carburetor / injector,,,,9.2 &#8211; 9.9,,95,euro 1/2,~300 000,,Nissan,1987
262,Engine Nissan VQ37VHR,2007,3696,injector,,,,11,,95,euro 4/5,~250 000,0w-30 / 0w-40 / 5w-30 / 5w-40 / 10w-30 / 10w-40 / 15w-40,Nissan,
263,Engine Renault K9K,since 2001,1461,common rail,,,cast iron r4,,yes,diesel,,~400 000,"5w-30, 5w-40",Renault,2001
264,Engine Nissan VK45DE / VK45DD,2001-2010,4494,injector,,,,,,95,euro 3/4,~400 000,0w-30 / 5w-30 / 5w-40 / 10w-30 / 10w-40,Nissan,2001
265,Engine Nissan VQ30DE,1994-2007,2987,distributed injection,,,aluminum v6,10,no,95,,~350 000,5w-30,Nissan,1994
266,Engine Nissan VQ35DE,,3498,injector,215 - 305,315 - 375,aluminum v6,10.3,no,92,euro 4/5,~400 000,"5w-30, 5w-40",Nissan,
267,Engine Nissan QR25DE,2000-,2488,distributed injection,,,,,,95,euro 3/4,~300 000,,Nissan,2000
268,Engine Nissan VH41DE,1991-2001,4130,distributed injection,,,,10.5,,95,euro 3/4,~400 000,5w-30 / 5w-40 / 10w-30 / 10w-40,Nissan,1991
269,Engine Nissan VH45DE,1989-2002,4494,injector,278/6000,,,10.2,,95,euro 3/4,~350 000,5w-30 / 5w-40 / 10w-30 / 10w-40,Nissan,1989
270,Engine Nissan VK56DE / VK56VD,2003-2015,5552,,,,,,,95,,~400 000,5w-30 / 5w-40 / 10w-30 / 10w-40,Nissan,2003
271,Engine Hyundai D6CA,2014,12920,,440 (1800 rpm),,,17.0:1,,,,,,Hyundai,
272,Engine Hyundai D6BR,2000,7545,direct injection,198/2900,,,17.5,,diesel,euro 4,,,Hyundai,
273,Engine Hyundai D8AY,,16031,direct injection,320/2200,,,17,,diesel,euro 2,,,Hyundai,
274,Engine Hyundai D6CC,,12344,direct injection,410/1800,,,17.2,,diesel,euro 4,,,Hyundai,
292,Engine Mitsubishi 4G64,since 1985,2351,,,,cast iron r4,,no,,,~330 000,5w-30,Mitsubishi,1985
371,Engine Ford JXFA,2006-2014,2402,common rail,115,310,cast iron r4,17.5,yes,diesel,euro 4,~350 000,5w-30,Ford,2006
275,Engine Hyundai D6AB,,11149,direct injection,290-310/2000,,,17,,diesel,euro 2,,,Hyundai,
276,Engine Hyundai D4AF,,3568,,100,,,,,,,,,Hyundai,
277,Engine Hyundai D6DA,,6606,direct injection,196-225/2500,,,17.6,,diesel,euro 3,,,Hyundai,
278,Engine Hyundai D4AL,,3298,,115-120,,,,,,euro 2,,,Hyundai,
279,Engine Hyundai D8AB,,17787,direct injection,355/2200,,,,,diesel,euro 2,,,Hyundai,
280,Engine Hyundai D6AV,,11149,direct injection,235/2200,,,17,,diesel,euro 2,,,Hyundai,
281,Engine Hyundai D6CB,,12344,,380-410,,,17.0:1,,,euro 3,,,Hyundai,
282,Engine Mitsubishi 4A30,1993-2012,659,,,,cast iron r4,,,92,,~200 000,,Mitsubishi,1993
283,Engine Mitsubishi 4G93,1991-2014,1834,,,,cast iron r4,,,,,~350 000,5w-30,Mitsubishi,1991
284,Engine Mitsubishi 4G92,1991-2006,1597,injector,,,cast iron r4,,no,92,euro 2/3,~270 000,5w-30,Mitsubishi,1991
285,Engine Mitsubishi 4G94,1999-2007,1999,,,,cast iron r4,,no,,,~300 000,5w-30,Mitsubishi,1999
286,Engine Mitsubishi 6G74,1992-2021,3497,,,,cast iron v6,,no,,,~400 000,"5w-30, 5w-40",Mitsubishi,1992
287,Engine Mitsubishi 6G75,2002-2021,3828,,,,cast iron v6,,no,,,~400 000,"5w-30, 5w-40",Mitsubishi,2002
288,Engine Mitsubishi 4M40,1992-2003,2835,vortex chamber,,,cast iron r4,21,,diesel,,~400 000,5w-40,Mitsubishi,1992
289,Engine Mitsubishi 4B11T,2007-2016,1998,distributed injection,240 - 446,340 - 560,aluminum r4,9,,95,euro 4/5,~300 000,"5w-30, 5w-40",Mitsubishi,2007
290,Engine Mitsubishi 4D56,1986-2016,2477,,,,cast iron r4,,,diesel,,~400 000,"5w-30, 5w-40",Mitsubishi,1986
291,Engine Mitsubishi 4G63,since 1981,1997,,,,cast iron r4,,"no (except for <a href=""https://mymotorlist.com/engines/mitsubishi/4g63t/"">4g63t</a>, for which a se",92,,~400 000,5w-30,Mitsubishi,1981
293,Engine Mitsubishi 4B12,since 2006,2359,distributed injection,165 - 170,222 - 232,aluminum r4,10.5,no,petrol,euro 4/5,~350 000,"5w-30, 5w-40",Mitsubishi,2006
294,Engine Mitsubishi 6G73,1990-2002,2497,,,,cast iron v6,,no,,,~400 000,"5w-30, 5w-40",Mitsubishi,1990
295,Engine Mitsubishi 6G72,1986-2008,2972,,,,cast iron v6,,"no (except for <a href=""https://mymotorlist.com/engines/mitsubishi/6g72tt/"">6g72tt</a>, for which a",,,~400 000,"5w-30, 5w-40",Mitsubishi,1986
296,Engine Mitsubishi 4G15,1985-2012,1468,,,,cast iron r4,,,,,~300 000,"5w-30, 5w-40",Mitsubishi,1985
297,Engine Mitsubishi 4G18,1998-2012,1584,distributed injection,98 - 112,145 - 150,cast iron r4,9.5 &#8211; 10.0,no,92,euro 4/5,~300 000,"5w-30, 5w-40",Mitsubishi,1998
298,Engine Mitsubishi 4G69,since 2003,2378,injector,,,cast iron r4,,no,95,euro 4,~350 000,5w-30,Mitsubishi,2003
299,Engine Mitsubishi 4G63T,1987-2007,1997,injector,,,cast iron r4,,yes,95,,~300 000,5w-30,Mitsubishi,1987
300,Engine Mitsubishi 4B11,since 2006,1998,distributed injection,145 - 155,195 - 200,aluminum r4,10,no,92,euro 4/5,~350 000,"5w-30, 5w-40",Mitsubishi,2006
301,Engine Mitsubishi 4G13,1985-2012,1298,,,,cast iron r4,,no,92,,~300 000,"5w-30, 5w-40",Mitsubishi,1985
302,Engine Hyundai-Kia G4FA,since 2006,1396,distributed injection,99 - 109,135 - 137,aluminum r4,10.5,no,92,euro 4/5,~300 000,"0w-30, 5w-30",Hyundai-Kia,2006
303,Engine Hyundai-Kia G4FC,since 2006,1591,distributed injection,120 - 128,154 - 158,aluminum r4,10.5,no,92,euro 4/5,~300 000,"0w-30, 5w-30",Hyundai-Kia,2006
304,Engine Hyundai-Kia G4GC,2000-2011,1975,distributed injection,136 - 143,179 - 186,cast iron r4,10.1,no,92,euro 3/4,~500 000,"5w-30, 5w-40",Hyundai-Kia,2000
305,Engine Hyundai D6AC,,11149,,340/2200,,,16.5,,,,,,Hyundai,
306,Engine Honda N22B,2008-2015,2199,common rail,,,aluminum r4,16.3,,diesel,euro 5,~240 000,0w-30,Honda,2008
307,Engine Honda N22A,2002-2010,2204,common rail,140,340,aluminum r4,16.7,garrett gta1752lv,diesel,euro 4,~250 000,0w-30,Honda,2002
308,Engine Honda N16A,since 2013,1597,common rail,,,aluminum r4,16,,diesel,euro 5/6,~250 000,0w-30,Honda,2013
309,Engine Honda R20A,since 2006,1997,injector,150 - 155,185 - 195,aluminum r4,10.5,no,95,euro 4/5,~300 000,5w-30,Honda,2006
375,Engine Ford Q4BA,2008-2010,2179,common rail,175,400,cast iron r4,16.6,bi-turbo,diesel,euro 4,~375 000,5w-30,Ford,2008
654,Engine DAF MX 340,,12900,,462,,,"17,7:1",,,euro 5,,,DAF,
330,Engine Honda F20B,1993-2002,1997,injector,,,aluminum r4,,no,92,euro 2/3,~330 000,5w-30,Honda,1993
659,Engine Volvo D16G600,,,,,,,16.8 to 1,,,,,,Volvo,
331,Engine Honda F20A,1989-2002,1997,,,,aluminum r4,,no,92,euro 2/3,~300 000,5w-30,Honda,1989
667,Engine YaMZ-536,2012,6650,,,,,17.5,,diesel,euro 4,,,YaMZ-,
672,Engine Audi CABB,2007-2008,1798,direct injection,160,250,cast iron r4,9.6,kkk k03,petrol,euro 4,~240 000,5w-30,Audi,2007
676,Engine Volkswagen CBFA,2008-2013,1984,direct injection,200,280,cast iron r4,9.6,kkk k03,petrol,sulev,~280 000,5w-30,Volkswagen,2008
333,Engine Honda D17A,2000-2007,1668,injector,115 - 135,145 - 155,aluminum r4,9.5 &#8211; 9.9,no,92,euro 3/4,~300 000,5w-30,Honda,2000
341,Engine Honda B20B,1995-2002,1972,injector,,,aluminum r4,,no,92,euro 3,~350 000,5w-30,Honda,1995
678,Engine Volkswagen CCTB,2008-2011,1984,direct injection,170,280,cast iron r4,9.6,kkk k03,petrol,ulev 2,~270 000,5w-30,Volkswagen,2008
683,Engine Alfa Romeo 937A1000,2002-2010,1970,direct injection,165,206,cast iron r4,11.3,no,petrol,euro 4,~180 000,10w-40,Alfa,2002
372,Engine Ford QJBB/QJBA,2004-2007,2198,common rail,155,360,cast iron r4,17.5,yes,diesel,euro 3/4,~275 000,5w-30,Ford,2004
373,Engine Ford FMBA,2002-2007,1998,common rail,130,330,cast iron r4,18.2,yes,diesel,euro 3,~250 000,5w-30,Ford,2002
351,Engine Opel Z12XEP,2004-2009,1229,distributed injection,80,110,cast iron r4,10.5,no,95,euro 4,~250 000,5w-30,Opel,2004
374,Engine Ford KNWA,2010-2015,2179,common rail,200,420,cast iron r4,15.8,yes,diesel,euro 5,~350 000,5w-30,Ford,2010
352,Engine Opel Z14XEP,2003-2010,1364,distributed injection,90 / 5600 rpm,125 / 4000 rpm,cast iron r4,10.5,no,95,euro 4,~275 000,5w-30,Opel,2003
313,Engine Honda L13B,since 2011,1318,injector,100 - 102,120 - 125,aluminum r4,13.5,no,95,euro 5/6,~250 000,5w-30,Honda,2011
311,Engine Honda L15B,since 2013,1497,,,,aluminum r4,,,,euro 5/6,~275 000,5w-30,Honda,2013
312,Engine Honda L15A,since 2001,1497,injector,,,aluminum r4,,no,95,euro 4/5/6,~275 000,5w-30,Honda,2001
314,Engine Honda L13A,since 2001,1339,injector,,,aluminum r4,,no,95,euro 4/5,~275 000,5w-30,Honda,2001
310,Engine Honda R18A,2005-2014,1799,injector,140,175,aluminum r4,10.5,no,95,euro 4/5,~280 000,5w-30,Honda,2005
332,Engine Honda F18B,1993-2002,1849,injector,135 - 140,165 - 175,aluminum r4,9.3,no,92,euro 2/3,~320 000,5w-30,Honda,1993
368,Engine Ford RFA/RFB,1990-1993,1753,prechamber,75,152,cast iron r4,21.5,garrett,diesel,euro 1,~220 000,5w-40,Ford,1990
362,Engine Ford 1.5 TDCi,since 2012,1499,common rail,75 - 120,185 - 270,aluminum r4,16,,diesel,euro 6,~300 000,,Ford,2012
369,Engine Ford RVA,1995-1998,1753,prechamber,70,135,cast iron r4,21.5,yes,diesel,euro 1,~210 000,5w-40,Ford,1995
370,Engine Ford RTK/RTJ,1995-2000,1753,prechambers,60,105,cast iron r4,21.5,no,diesel,euro 1,~240 000,5w-40,Ford,1995
337,Engine Honda D13B,1988-2002,1343,,,,aluminum r4,,no,92,,~250 000,5w-30,Honda,1988
347,Engine Opel Z22SE,2000-2005,2198,distributed injection,147,203,aluminum r4,10,no,95,euro 4,~270 000,5w-30,Opel,2000
319,Engine Honda J35A,1998-2012,3471,injector,,,aluminum v6,,no,92,euro 3/4,~375 000,5w-30,Honda,1998
315,Engine Honda K24A,2001-2016,2354,injector,,,aluminum r4,,no,92,euro 3/4,~350 000,5w-30,Honda,2001
378,Engine Ford FXFA,2000-2006,2402,direct injection,115,185,cast iron r4,19,yes,diesel,euro 3,~300 000,5w-30,Ford,2000
338,Engine Honda C35A,1995-2004,3473,injector,208 - 225,295 - 315,aluminum v6,9.6,no,92,euro 3,~350 000,5w-30,Honda,1995
320,Engine Honda J32A,1998-2008,3206,injector,,,aluminum v6,,no,92,euro 3/4,~375 000,5w-30,Honda,1998
321,Engine Honda J30A,1997-2007,2997,injector,,,aluminum v6,,no,92,euro 3/4,~375 000,5w-30,Honda,1997
329,Engine Honda F20C,1999-2009,1998,injector,240 - 250,210 - 220,aluminum r4,11.0 &#8211; 11.7,no,95,euro 3/4,~200 000,5w-40,Honda,1999
339,Engine Honda C32A,1990-1999,3206,injector,,,aluminum v6,,no,92,euro 2/3,~330 000,5w-30,Honda,1990
348,Engine Opel A16XER,since 2008,1598,distributed injection,115,155,cast iron r4,10.8,no,95,euro 5,~300 000,5w-30,Opel,2008
555,Engine Caterpillar C15,,,,,,,,,,,,,Caterpillar,
336,Engine Honda D14A,1987-2000,1396,,,,aluminum r4,,no,92,,~250 000,5w-30,Honda,1987
316,Engine Honda K23A,2006-2012,2300,injector,240,350,aluminum r4,8.8,mhi td04hl-15t,95,euro 4,~300 000,5w-30,Honda,2006
317,Engine Honda K20A,2000-2011,1998,injector,,,aluminum r4,,no,92,euro 3/4,~300 000,5w-30,Honda,2000
322,Engine Honda J25A,1998-2003,2495,injector,200,240,aluminum v6,10.5,no,92,euro 2/3,~350 000,5w-30,Honda,1998
323,Engine Honda H23A,1992-2002,2258,injector,,,aluminum r4,,no,95,euro 3/4,~300 000,5w-30,Honda,1992
324,Engine Honda H22A,1991-2002,2157,injector,,,aluminum r4,10 &#8211; 11,no,95,euro 3/4,~300 000,5w-30,Honda,1991
340,Engine Honda C27A,1987-1997,2675,injector,,,aluminum v6,,no,92,,~320 000,5w-30,Honda,1987
325,Engine Honda G25A,1989-1998,2451,injector,180 - 190,225 - 235,aluminum r5,9.0 &#8211; 10,no,92,euro 1/2,~350 000,5w-30,Honda,1989
326,Engine Honda G20A,1989-1998,1996,injector,155 - 160,185,aluminum r5,9.7,no,92,euro 1/2,~350 000,5w-30,Honda,1989
327,Engine Honda F23A,1997-2003,2254,injector,,205,aluminum r4,,no,92,euro 3/4,~350 000,5w-30,Honda,1997
328,Engine Honda F22B,1991-1997,2156,injector,,,aluminum r4,,no,92,euro 2/3,~350 000,5w-30,Honda,1991
357,Engine Chevrolet F18D3,,1796,distributed injection,121,169,cast iron r4,10.5,no,92,euro 3/4,~330 000,5w-30,Chevrolet,
687,Engine Alfa Romeo AR32104,2000-2010,1598,distributed injection,120,146,cast iron r4,10.3,no,petrol,euro 3,~250 000,10w-40,Alfa,2000
586,Engine DAF FR 152,2009,4461,direct injection,207/2100,,,,,diesel,euro 5,,,DAF,
334,Engine Honda D16A,1986-1995,1590,injector,,135 - 145,aluminum r4,,no,92,euro 2/3,~300 000,5w-30,Honda,1986
335,Engine Honda D15B,1987-2005,1493,,,,aluminum r4,,no,92,,~290 000,5w-30,Honda,1987
350,Engine Opel Z10XEP,2003-2009,998,distributed injection,60,88,cast iron r3,10.5,no,95,euro 4,~240 000,5w-30,Opel,2003
342,Engine Honda B18C,1993-2001,1797,injector,,,aluminum r4,,no,95,euro 3,~325 000,5w-30,Honda,1993
547,Engine Cummins ISB 5.9L,1998-2007,,,,,,16.3:1; 17.2:1 high output version,,diesel,,,,Cummins,1998
343,Engine Honda B18B,1992-2000,1834,injector,130 - 145,165 - 175,aluminum r4,9.2,no,95,euro 3,~300 000,5w-30,Honda,1992
344,Engine Honda B16B,1997-2000,1595,injector,185,160,aluminum r4,10.8,no,95,euro 3,~300 000,5w-30,Honda,1997
345,Engine Honda B16A,1989-2000,1595,injector,,,aluminum r4,,no,95,,~330 000,5w-30,Honda,1989
346,Engine Opel Z22YH,,2198,direct injection,,215 - 220,aluminum r4,12,no,95,euro 4,250 000,"5.0 liters 5w-30, 5w-40",Opel,
548,Engine Cummins ISF 3.8,,,high pressure common rail,,,,17.2:1,,diesel,,,,Cummins,
549,Engine Cummins 6CT/6CTA 8.3,,,????,,,,"16,8:1",,diesel,,,,Cummins,
550,Engine Cummins 4BT 3.9L,1984-1998,,"direct injection, mechanical injection pump",,,,,,diesel,,,,Cummins,1984
353,Engine Opel Z16SE,2000-2004,1598,distributed injection,84,138,cast iron r4,9.6,no,92,euro 4,~350 000,5w-30,Opel,2000
354,Engine Chevrolet F14D4,,1399,distributed injection,101/6400,,,10.5,,92 (better 95),euro 4,~350 000,10w-30 / 5w-30,Chevrolet,
355,Engine Chevrolet F16D3,2004-2013,1598,distributed injection,109/5800,,,9.5,,92,euro 3/4,~350 000,10w-30 / 5w-30,Chevrolet,2004
569,Engine DAF MX 375,,12900,,510,,,"16,5:1",,,euro 5,,,DAF,
